Pathway Name,Normalized Importance Values
TRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS,0.002636433
T_RECEPTOR_SIGNALING_PATHWAY,0.002541993
GULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION,0.002541499
C1SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME,0.002528756
HANOL_METABOLISM_PRODUCTION_OF_ROS_BY_CYP2E1,0.002490461
PPER_HOMEOSTASIS,0.002488171
ANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS,0.002484881
D_METABOLISM_SIRTUINS_AND_AGING,0.002473563
EROID_HORMONE_PRECURSOR_BIOSYNTHESIS,0.002460513
MPLEMENT_AND_COAGULATION_CASCADES,0.002450177
RINE_METABOLISM,0.002426867
RS_CORONAVIRUS_AND_INNATE_IMMUNITY,0.002414031
PACTIVATED_PROTEIN_KINASE_SIGNALING,0.002412486
LANOMA,0.002412385
PE_II_INTERFERON_SIGNALING,0.002407387
ANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS,0.002383527
THWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA,0.002380967
HINGOLIPID_PATHWAY,0.002367665
CLEAR_RECEPTORS_METAPATHWAY,0.002348986
T_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA,0.002338222
EA_CYCLE_AND_ASSOCIATED_PATHWAYS,0.002327643
CRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY,0.002325406
MMARY_GLAND_DEVELOPMENT_PATHWAY_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4,0.002300185
NCREATIC_ADENOCARCINOMA_PATHWAY,0.002298232
P112_PROXIMAL_DELETION_SYNDROME,0.002288955
Q12_COPY_NUMBER_VARIATION_SYNDROME,0.002254664
NA_PROCESSING,0.002247607
E_EFFECT_ON_HEPCIDIN_PRODUCTION,0.002226844
TTY_ACID_OMEGAOXIDATION,0.002213733
YCOSAMINOGLYCAN_DEGRADATION,0.002206028
MOLOGOUS_RECOMBINATION,0.0022053
NINANGIOTENSINALDOSTERONE_SYSTEM_RAAS,0.002197902
MPLEMENT_SYSTEM,0.002194346
ROTONIN_AND_ANXIETY,0.002184328
FRELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY,0.002183341
DOCHONDRAL_OSSIFICATION,0.002149354
RSCOV2_MITOCHONDRIAL_CHRONIC_OXIDATIVE_STRESS_AND_ENDOTHELIAL_DYSFUNCTION,0.002148915
ACHIDONATE_EPOXYGENASE_EPOXIDE_HYDROLASE,0.002139084
F23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS,0.002129928
FR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,0.002128005
TOKINES_AND_INFLAMMATORY_RESPONSE,0.00212574
MILIAL_HYPERLIPIDEMIA_TYPE_1,0.002117122
RKERS_OF_KIDNEY_CELL_LINEAGE,0.002095402
OLESTASIS,0.002094506
ROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,0.002077918
OOD_CLOTTING_CASCADE,0.002061343
D_BIOSYNTHETIC_PATHWAYS,0.002050865
COSTATIN_M_SIGNALING_PATHWAY,0.002039382
CERATIVE_COLITIS_SIGNALING,0.002024512
OTEASOME_DEGRADATION,0.002019263
A_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM,0.002010983
TAMIN_D_IN_INFLAMMATORY_DISEASES,0.001995181
RONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION,0.001985916
TASTATIC_BRAIN_TUMOR,0.001975597
P1TRIGGERED_SIGNALING_PATHWAYS_IN_PANCREATIC_CANCER,0.001968685
DGEHOG_SIGNALING_PATHWAY_WP47,0.001960195
8_MAPK_SIGNALING_PATHWAY,0.001959827
OPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,0.001951717
A_REPLICATION,0.001927029
TT_SYNDROME_CAUSING_GENES,0.00191496
IR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3,0.001909061
CRS_CLASS_A_RHODOPSINLIKE,0.001902503
_SIGNALING_PATHWAY,0.001859003
EIMPLANTATION_EMBRYO,0.001856942
TRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY,0.001842525
ROBP_CAUSAL_NETWORK_IN_MICROGLIA,0.001842388
ITE_FAT_CELL_DIFFERENTIATION,0.001837566
GIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY,0.001831239
CRS_CLASS_B_SECRETINLIKE,0.001829233
FA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM,0.001826176
LICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS,0.001820977
AD_AND_NECK_SQUAMOUS_CELL_CARCINOMA,0.001811328
RNA_MECHANISM_OF_ACTION_AND_BIOGENESIS,0.001808638
RSCOV2_REPLICATION_ORGANELLE_FORMATION,0.001802932
MMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4,0.001797751
PTIN_AND_ADIPONECTIN,0.001794063
REGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,0.001790663
YROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS,0.001789804
PRESSION_OF_HMGB1_MEDIATED_INFLAMMATION_BY_THBD,0.001768154
RKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,0.001764618
XOC_AND_7BETAHC_PATHWAYS,0.00176438
STPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_AUTOPHAGY,0.001762736
FECTS_OF_NITRIC_OXIDE,0.001762718
53_NETWORK,0.001761503
DULATION_OF_PI3KAKTMTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS,0.001759582
OTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING,0.00175524
TAMIN_D_METABOLISM,0.001752946
Q133_COPY_NUMBER_VARIATION_SYNDROME,0.001702976
AP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,0.001702323
10_ANTIINFLAMMATORY_SIGNALING_PATHWAY,0.001696732
TOSOLIC_DNASENSING_PATHWAY,0.00168671
MESYNTHESIS_DEFECTS_AND_PORPHYRIAS,0.001680289
OLESTEROL_BIOSYNTHESIS_PATHWAY,0.00167388
ITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV1_LTR,0.001664039
CRETION_OF_HYDROCHLORIC_ACID_IN_PARIETAL_CELLS,0.00166143
NAPTIC_VESICLE_PATHWAY,0.001655818
FBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS,0.001653651
LORIC_RESTRICTION_AND_AGING,0.001653355
F1A_RELATED_REGULATORY_PATHWAY,0.001653004
OSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE,0.001650067
YROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY,0.001645004
NGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3,0.001635603
LIARY_LANDSCAPE,0.001633828
ERAGE_PATHWAY,0.001629993
Q112_COPY_NUMBER_VARIATION_SYNDROME,0.001617304
ART_DEVELOPMENT,0.001616076
NVERSION_OF_ANGIOTENSINOGEN_TO_ANGIOTENSIN_II,0.001614956
Q112_COPY_NUMBER_VARIATION_SYNDROME,0.001599917
PERTROPHY_MODEL,0.001595716
URIPOTENT_STEM_CELL_DIFFERENTIATION_PATHWAY,0.00159253
OSTAGLANDIN_SIGNALING,0.00159043
INAL_CORD_INJURY,0.001584447
RSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE,0.001581046
R40_PATHWAY,0.00158056
TEGRATED_CANCER_PATHWAY,0.001568963
YCOLYSIS_IN_SENESCENCE,0.001554797
POTHETICAL_CRANIOFACIAL_DEVELOPMENT_PATHWAY,0.001554009
TRADIOL_REGULATION_IN_PORTOSINUSOIDAL_VASCULAR_DISEASE,0.00155324
M_SIGNALING_PATHWAY,0.001544092
SULIN_SIGNALING_IN_ADIPOCYTES_DIABETIC_CONDITION,0.001536941
VELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY,0.001536204
BO4_AND_VEGF_SIGNALING_PATHWAYS_CROSSTALK,0.001533257
TERACTIONS_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY,0.001532903
6_SIGNALING_PATHWAY,0.001506336
VELOPMENT_OF_URETERIC_COLLECTION_SYSTEM,0.001502263
UOROPYRIMIDINE_ACTIVITY,0.001500035
17_CELL_DIFFERENTIATION_PATHWAY,0.001493132
X1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR,0.001475258
OP2_REGULATORY_SIGNALING,0.001469911
EBS_CYCLE_DISORDERS,0.001468708
TERLEUKIN11_SIGNALING_PATHWAY,0.001452337
ZHEIMERS_DISEASE_AND_MIRNA_EFFECTS,0.001449855
P_RECEPTOR_SIGNAL_TRANSDUCTION,0.001436835
YPTOPHAN_METABOLISM,0.001434583
OSTAGLANDIN_SYNTHESIS_AND_REGULATION,0.001364762
1_SIGNALING_PATHWAY,0.001350854
NES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES,0.001338919
TRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN,0.001327225
DOMETRIAL_CANCER,0.001322384
NE_REGULATORY_NETWORK_MODELLING_SOMITOGENESIS,0.001319732
IR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3,0.00130558
YCOSPHINGOLIPID_METABOLISM,0.001302781
TROGEN_METABOLISM_WP697,0.001294744
_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS,0.00129407
TIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2,0.001291604
MMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,0.00128078
CTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING,0.001278784
NOMATERIALINDUCED_INFLAMMASOME_ACTIVATION,0.00126444
BRYONIC_STEM_CELL_PLURIPOTENCY_PATHWAYS,0.001257586
HESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME,0.001256313
GFRBETA_PATHWAY,0.001255373
TAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION,0.001252336
YCOGEN_SYNTHESIS_AND_DEGRADATION,0.001251872
LL_CYCLE,0.001250502
RK1A,0.001237827
IDATIVE_PHOSPHORYLATION,0.001237002
NTOSE_PHOSPHATE_PATHWAY_IN_SENESCENT_CELLS,0.001233467
PID_PARTICLES_COMPOSITION,0.001231007
THOGENESIS_OF_SARSCOV2_MEDIATED_BY_NSP9NSP10_COMPLEX,0.00122325
HINGOLIPID_METABOLISM_IN_SENESCENCE,0.001222155
HANOL_EFFECTS_ON_HISTONE_MODIFICATIONS,0.00122029
UOROACETIC_ACID_TOXICITY,0.001212273
UCOCORTICOID_RECEPTOR_PATHWAY,0.001197019
COSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX,0.001194219
PHA_6_BETA_4_SIGNALING_PATHWAY,0.00119117
TROGEN_SIGNALING_PATHWAY,0.001188963
3_SIGNALING_PATHWAY,0.001188603
NETIC_CAUSES_OF_PORTOSINUSOIDAL_VASCULAR_DISEASE,0.00118785
VELOPMENT_OF_PULMONARY_DENDRITIC_CELLS_AND_MACROPHAGE_SUBSETS,0.001181157
7_SIGNALING_PATHWAY,0.001180825
BRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY,0.001170293
OLA_VIRUS_INFECTION_IN_HOST,0.001167559
STPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING,0.001164385
CRS_OTHER,0.001164242
DINS45P2_IN_CYTOKINESIS_PATHWAY,0.001162566
TOGENESIS_AND_KETOLYSIS,0.001162374
EEP_REGULATION,0.001160433
TAMIN_K_METABOLISM_AND_ACTIVATION_OF_DEPENDENT_PROTEINS,0.001159182
UKOTRIENE_METABOLIC_PATHWAY,0.001155957
TERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2,0.001154578
UCINE_ISOLEUCINE_AND_VALINE_METABOLISM,0.001141192
LOGRAFT_REJECTION,0.001140954
SODERMAL_COMMITMENT_PATHWAY,0.001135522
TOCHONDRIAL_GENE_EXPRESSION,0.001133015
EAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS,0.001126546
O_RECEPTOR_SIGNALING,0.001124723
HINGOLIPID_METABOLISM_INTEGRATED_PATHWAY,0.001122408
RNAS_INVOLVED_IN_STAT3_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,0.001121911
IMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,0.00111636
A_CYCLE_NUTRIENT_USE_AND_INVASIVENESS_OF_OVARIAN_CANCER,0.001113189
FFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,0.001104438
SORDERS_OF_GALACTOSE_METABOLISM,0.001103666
KARYOTIC_TRANSCRIPTION_INITIATION,0.001072193
3KAKT_SIGNALING_PATHWAY,0.00106015
DDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,0.001055721
MILIAL_HYPERLIPIDEMIA_TYPE_3,0.00104396
UCURONIDATION,0.001040675
SSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY,0.001032107
RTURBATIONS_TO_HOSTCELL_AUTOPHAGY_INDUCED_BY_SARSCOV2_PROTEINS,0.001031754
NINKALLIKREIN_PATHWAY,0.001029447
T_SIGNALING_PATHWAY_AND_PLURIPOTENCY,0.001025813
COSANOID_METABOLISM_VIA_LIPOOXYGENASES_LOX,0.001017691
PE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION,0.001011701
PBL_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME,0.001006331
TTY_ACID_BIOSYNTHESIS,0.00100424
LLLIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88,0.001001529
YSTEROLS_DERIVED_FROM_CHOLESTEROL,0.000997625
OPTOSIS_MODULATION_BY_HSP70,0.000996613
PE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA,0.000990352
LL_DIFFERENTIATION_INDEX,0.000987796
YL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586,0.000983832
GRADATION_PATHWAY_OF_SPHINGOLIPIDS_INCLUDING_DISEASES,0.00097975
4_SIGNALING_PATHWAY,0.00097491
MATIC_SEX_DETERMINATION,0.000974517
3_SIGNALING_PATHWAY,0.000970566
D_BIOSYNTHESIS_II_FROM_TRYPTOPHAN,0.000963502
CRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,0.000963249
PE_II_DIABETES_MELLITUS,0.000960217
FOLDED_PROTEIN_RESPONSE,0.000952182
VID19_ADVERSE_OUTCOME_PATHWAY,0.000947706
SULIN_SIGNALING,0.00094381
NZOAPYRENE_METABOLISM,0.000942852
CLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY,0.000940345
YCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY,0.000936517
EA_CYCLE_AND_RELATED_DISEASES,0.000932025
AL_HIJACK_MODEL_OF_VIF_IN_HIV_INFECTION,0.000930221
STRIC_CANCER_NETWORK_2,0.000921461
MKK2_PATHWAY,0.000921235
A_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT,0.000920832
NURENINE_PATHWAY_AND_LINKS_TO_CELL_SENESCENCE,0.000913118
13_COPY_NUMBER_VARIATION_SYNDROME,0.000899176
NFTRKB_SIGNALING,0.000897255
OSYNTHESIS_AND_TURNOVER_OF_1DEOXYSPHINGOID_BASES,0.00089455
OTEOGLYCAN_BIOSYNTHESIS,0.000891958
SENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION,0.000888775
MATOPOIETIC_STEM_CELL_DIFFERENTIATION,0.000886063
NOPARTICLE_TRIGGERED_REGULATED_NECROSIS,0.000885018
LLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE,0.000876458
RNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,0.000874319
R124_PREDICTED_INTERACTIONS_WITH_CELL_CYCLE_AND_DIFFERENTIATION,0.000873542
REDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY,0.00087273
T_SIGNALING_IN_KIDNEY_DISEASE,0.00087224
ATINIB_AND_CHRONIC_MYELOID_LEUKEMIA,0.000868837
URAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT,0.000864158
NE_MORPHOGENIC_PROTEIN_SIGNALING_AND_REGULATION,0.000859745
RCADIAN_RHYTHM_GENES,0.000857793
EA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS,0.000847253
NOMATERIAL_INDUCED_APOPTOSIS,0.000838777
ANINE_AND_ASPARTATE_METABOLISM,0.000832034
NCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,0.000829284
PIRIN_AND_MIRNAS,0.000826766
F_DANGER_SIGNAL_RESPONSE_PATHWAY,0.000825626
EROID_BIOSYNTHESIS,0.000825353
YMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY,0.000822444
STEINBARR_VIRUS_LMP1_SIGNALING,0.000822236
S_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS,0.000817948
SORDERS_OF_FRUCTOSE_METABOLISM,0.00081756
IDATION_BY_CYTOCHROME_P450,0.000815186
NOLEIC_ACID_METABOLISM_AFFECTED_BY_SARSCOV2,0.000813674
PPO_SIGNALING_REGULATION_PATHWAYS,0.000812965
PATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING,0.000808237
C1PAK1P38MMP2_PATHWAY,0.000807787
MUNE_RESPONSE_TO_TUBERCULOSIS,0.000806812
PK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,0.000804682
MOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1,0.000804294
A_MISMATCH_REPAIR,0.000800699
NSMALL_CELL_LUNG_CANCER,0.000799711
RDIAC_HYPERTROPHIC_RESPONSE,0.00079947
PAMINERGIC_NEUROGENESIS,0.000798365
CROTUBULE_CYTOSKELETON_REGULATION,0.0007974
YDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,0.000790791
THIONINE_METABOLISM_LEADING_TO_SULFUR_AMINO_ACIDS_AND_RELATED_DISORDERS,0.000782964
EGA9_FATTY_ACID_SYNTHESIS,0.000781003
LANIN_RECEPTOR_PATHWAY,0.000771914
IOBLASTOMA_SIGNALING_PATHWAYS,0.00077191
NES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS,0.000770203
18_SIGNALING_PATHWAY,0.000767036
TTY_ACID_BETAOXIDATION,0.000765806
EATINE_PATHWAY,0.000763002
ROSINE_METABOLISM_AND_RELATED_DISORDERS,0.000760987
F2ARE_REGULATION,0.000760513
COSANOID_METABOLISM_VIA_CYTOCHROME_P450_MONOOXYGENASES_PATHWAY,0.000758285
POTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE,0.000755471
TEOBLAST_SIGNALING,0.000748817
TRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS,0.000744248
L_INFLUENCE_ON_CD14_AND_TLR4,0.000743462
ANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS,0.000738975
HIBITION_OF_EXOSOME_BIOGENESIS_AND_SECRETION_BY_MANUMYCIN_A_IN_CRPC_CELLS,0.000736061
S_SIGNALING,0.000729559
TEOCLAST_SIGNALING,0.000721534
REBRAL_ORGANIC_ACIDURIAS_INCLUDING_DISEASES,0.00071499
OSURVIVAL_SIGNALING_OF_NEUROPROTECTIN_D1,0.000712725
NKLRANK_SIGNALING_PATHWAY,0.000711642
A_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE,0.000711306
OGENIC_AMINE_SYNTHESIS,0.000708015
ERVIEW_OF_NANOPARTICLE_EFFECTS,0.000703249
NGENITAL_GENERALIZED_LIPODYSTROPHY,0.000703236
R4_SIGNALING_AND_TOLERANCE,0.000701352
TERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,0.000700055
NGLIO_SPHINGOLIPID_METABOLISM,0.000698179
R222_IN_EXERCISEINDUCED_CARDIAC_GROWTH,0.000697074
ANSCRIPTIONAL_ACTIVATION_BY_NRF2_IN_RESPONSE_TO_PHYTOCHEMICALS,0.000689604
ATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS,0.000687067
OLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS,0.000684783
PK_SIGNALING_PATHWAY,0.00067797
ARIAN_INFERTILITY,0.000675999
